ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Homonym,IndoAryan_Proto_Form,Inflection_Class,Main_Entry,Media_IDs,Morphemic_Form,Origin,Phonetic,Restrictions,Usage,Variant_Form,Vernacular
LX001506,phl,muaahidá,n.masc,,,,ee-decl (Pl): muaahideé,,,,Urdu (Persian/Arabic): moˈaahada,mwaahidá,,,,مُعاہدہ
LX001507,phl,mubáil,n.fem,,,,"a-decl (Obl, pl): -a",,,,Urdu (English 'mobile phone'),mubájl,,,,موۡبائل
LX001508,phl,múča,v.intr,,,mukta- 'set free' (T: 10151),"T (Prs): mučáanu, (Pfv): mútu, (Cv): mučí",,,"muč-, mut-",,mútɕa,,,múče (Biori),مُچہ
LX001509,phl,mučóo,v.tr,,,mucyátē 'is loosed; escapes' (T: 10181),"L:a (Prs): mučaáanu, (Pfv): mučóolu, (Cv): mučaá, (Imp): mučá",,,muč-á-,,mutɕóo,,,mučúu (Biori),مُچو
LX001510,phl,muhaarír,n.masc,,,,"aan-decl (Pl): -aán, (Obl): -á",,,,Urdu (Arabic): muharrir,muhaarír,,,mahramaán (Biori),مُحرِر
LX001511,phl,muhabát,n.fem,,,,i-decl (Obl): -í,,,,Urdu (Persian): muhabbat,muhabát,,,,محبت
LX001512,phl,muhabát thíi,v.tr:cjt.ninc,LX001511,,,,,,,,muhabát tʰíi,Fem agr with non-verb element in pfv,,,محبت تھی
LX001513,phl,mukamál,adj.inv,,,,,,,,Urdu (Arabic): mukammal,mukamál,,,,مُکمل
LX001514,phl,mulaakoór,n.masc,,,,"ee-decl (Obl): -á, (Pl): -eé, (Pl obl): -úm",,,,,mulaakoór,,,mulhaán ; brambaṛookoó ; mulaaxeél,مُلاکور
LX001515,phl,mulaaqaát,n.fem,,,,"i-decl (Obl, pl): mulaaqeetí",,,,Urdu (Persian/Arabic): mulaaqaat,mulaaqaát,,Primarily used as a non-verb element in complex predicates,,مُلاقات
LX001516,phl,mulaaqaát bhíi,v.intr,LX001515,,,,,,,,mulaaqaát bhíi,Possessive complement or postpositional object with sanɡí,,,مُلاقات بھی
LX001517,phl,mulaaqaát thíi,v.tr,LX001515,,,,,,,,mulaaqaát tʰíi,Fem agr with non-verb element in pfv; possessive complement or postpositional object with sanɡí,,,مُلاقات تھی
LX001518,phl,mulái,n.fem,,,mū́la- 'root (n)' (T: 10250),"a-decl (Obl, pl): mulée",,,,,muléj,,,,مُلئیۡ
LX001519,phl,mulhaán,n.masc,,,,,LX001520,,,,mulhaán,,,,مُلھان
LX001520,phl,mulóo,n.masc,,,,"Irr (Obl): mulóo, (Pl): mulhaán, (Pl obl): mulhaanúm",,,,Urdu (Turkish/Arabic) mullaa,mulóo,,,mulúu (Biori),مُلو
LX001521,phl,mumtaáz,adj.inv,,,,,,,,Urdu (Arabic): mumtaaz,mumtaáz,,,,ممتاز
mung,phl,mung,n.masc,,,mudgá- 'the bean Phaseolus mungo' (T: 10198),"a-decl (Obl, pl): -a",,,,,"muŋɡ, muŋ",,,,مُنگ
LX001522,phl,muqaabilá,n.masc,,,,ee-decl (Pl): muqaabileé,,,,Urdu (Persian/Arabic): muqaabala,"muqaabilá, muxaabilá",,,,مُقابلہ
LX001523,phl,muqaabilá thíi,v.tr:cjt.ninc,LX001522,,,,,,,,muqaabilá tʰíi,Masc agr with non-verb element in pfv; postpositional object with sanɡí,,,مقابلہ تھی
LX001524,phl,muqarár,adj.inv,,,,,,,,Urdu (Arabic): muqarrar,"muqarár, muxarár",,Primarily used as a non-verb element in complex predicates,,مقرر
LX001525,phl,muqarár bhíi,v.intr:cjt.inc,LX001524,,,,,,,,muqarár bhíi,,,,مقرر بھی
LX001526,phl,muqarár thíi,v.tr:cjt.inc,LX001524,,,,,,,,muqarár tʰíi,,,,مقرر تھی
LX001527,phl,múṛai,n.masc,,,,"a-decl (Obl, pl): -a, múṛee",,,,,múɽej,,,,مُڑئیۡ
LX001528,phl,múṛu,v.intr,,,,,LX001405,,,,múɽo,,,,مُڑوۡ
LX001529,phl,musaafár,n.masc,,,,"aan-decl (Obl): -á, (Pl): -aán, (Pl obl): -aanúm",,,,Urdu (Arabic): musaafir,musaafár,,,musaafír,مُسافر
LX001530,phl,musibát,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (Persian/Arabic): musiibat,"musiibát, musibát",,,,مُصِبت
LX001531,phl,muškíl,adj.inv,,,,,,,,Urdu (Arabic): muškil,muɕkíl,,,,مُشکِل
LX001532,phl,mušqúl,adj.inv,,,,,,,,Urdu (Arabic): mašɣuul,"muɕqúl, muɕxúl",,Primarily used as a non-verb element in complex predicates,,مُشقُل
LX001533,phl,mušqúl bhíi,v.intr:cjt.inc,LX001532,,,,,,,,muɕqúl bhíi,,,,مُشقُل بھی
LX001534,phl,muṣkaáṛ,n.fem,,,,"i-decl (Obl, pl): muṣkaṛí",,,,,muʂkaáɽ,,,múuṣu,مُݜکاڑ
LX001535,phl,múṣṭi,n.fem,,,"muṣṭí- 'clenched hand, fist (m.f); handful' (T: 10221)",m-decl (Pl): -m,,,,,múʂʈi,,,,مُݜٹیۡ
LX001536,phl,muṣṭóoi,adj.inv,,,,,,,,,muʂʈóoj,,,muṣṭú ; muṣṭúi ; muxáak (Biori),مُݜٹوئیۡ
LX001537,phl,muṣṭookhúr,n.masc,LX001538 ; khur,,,"a-decl (Obl, pl): -á",,,,,muʂʈookʰúr,,,,مُݜٹوکھر
LX001538,phl,muṣṭú,adv.sp,,,,,,,,,muʂʈú,,,muxáak (Biori),مُݜٹوۡ
LX001539,phl,muṣṭú giraá,MWE,LX001538 ; LX002561,,,,,,,,muʂʈú ɡiraá,,,,مُݜٹوۡ گِرا
LX001540,phl,muṣṭúku,adj,,,,Reg (Fem): muṣṭúki,,,muṣṭ-úk-,,muʂʈúko,,,muxaakúku (Biori),مُݜٹُکوۡ
LX001541,phl,mutaabíq,adj:inv,,,,,,,,Urdu (Arabic): mutaabiq,mutaabíq,Construction-specific use,,,مُطابِق
LX001542,phl,mútu,v.intr,,,,,LX001508,,,,múto,,,,مُتوۡ
LX001543,phl,muṭ,n.masc,,,*muṭṭha- 'defective' (T: 10187),"a-decl (Obl, pl): -á",,,,,muʈ,,,,مُٹ
LX001544,phl,múṭi,n.fem,,,"muṣṭí- 'clenched hand, fist (masc.fem); handful' (T: 10221)",m-decl (Pl): -m,,,,,múʈi,,,,مُٹیۡ
